Fiscal Year,HRSA Program Area,HHS Region,State/Territory,County and State,Cong. District,Program,Grant Num.,Grantee,DUNS Num.,Address,City,State,ZIP Code,County,Funding,As of Date (Close of Business Date),HRSA Data Warehouse Processing Date
2018,Primary Health Care,Region 7,Missouri,"Jefferson County, MO",Missouri District 08,Health Center Program (H80),H80CS24105,COMMUNITY TREATMENT INCORPORATED,12850301,227 Main St,Festus,MO,63028-1952,Jefferson County,2262234,11/29/2018,11/30/2018
2018,Primary Health Care,Region 4,Florida,"Palm Beach County, FL",Florida District 21,Health Center Program (H80),H80CS24107,"Genesis Community Health, Inc.",30322008,2623 S Seacrest Blvd Ste 65,Boynton Beach,FL,33435-7541,Palm Beach County,2173547,11/29/2018,11/30/2018
2018,Primary Health Care,Region 4,Tennessee,"Sumner County, TN",Tennessee District 06,Health Center Program (H80),H80CS24109,HOPE FAMILY HEALTH SERVICES,360970714,1124 New Highway 52 E,Westmoreland,TN,37186-5060,Sumner County,2171970,11/29/2018,11/30/2018
2018,Rural Health,Region 4,Alabama,"Montgomery County, AL",Alabama District 02,State Offices of Rural Health (H95),H95RH00100,"PUBLIC HEALTH, ALABAMA DEPARTMENT OF",613842061,201 Monroe St Ste 1050,Montgomery,AL,36104-6959,Montgomery County,179270,11/29/2018,11/30/2018
2018,Primary Health Care,Region 10,Alaska,"Bristol Bay Borough, AK",Alaska At Large,Health Center Program (H80),H80CS01134,BOROUGH OF BRISTOL BAY,2150415,1 Main St,Naknek,AK,99633,Bristol Bay Borough,1606699,11/29/2018,11/30/2018
2018,Primary Health Care,Region 5,Michigan,"Kent County, MI",Michigan District 03,Health Center Program (H80),H80CS00770,"CHERRY STREET SERVICES, INC.",603136417,100 Cherry St SE,Grand Rapids,MI,49503-4526,Kent County,9072549,11/29/2018,11/30/2018
2018,Primary Health Care,Region 5,Michigan,"Van Buren County, MI",Michigan District 06,Health Center Program (H80),H80CS00771,Intercare Community Health Network,78913761,50 Industrial Park Rd,Bangor,MI,49013-1246,Van Buren County,7698313,11/29/2018,11/30/2018
2018,Health Workforce,Region 2,Puerto Rico,"Gurabo Municipio, PR",Puerto Rico Resident Commissioner,Scholarships for Disadvantaged Students (T08),T08HP30183,"SISTEMA UNIVERSITARIO ANA G. MENDEZ, INCORPORADO",135988632,3.3 Carr 189,Gurabo,PR,778,Gurabo Municipio,648000,11/29/2018,11/30/2018
2018,Primary Health Care,Region 8,Montana,"Blaine County, MT",Montana At Large,Health Center Program (H80),H80CS00869,SWEET MEDICAL CENTER INC,843161738,419 PENN ST,Chinook,MT,59523,Blaine County,1257828,11/29/2018,11/30/2018
2018,Primary Health Care,Region 2,Puerto Rico,"Patillas Municipio, PR",Puerto Rico Resident Commissioner,Health Center Program (H80),H80CS00747,Centro De Servicios Primarios de Salud de Patillas Inc,41053658,99 Calle Guillermo Riefkol,Patillas,PR,723,Patillas Municipio,4073295,11/29/2018,11/30/2018
2018,Primary Health Care,Region 5,Illinois,"Cook County, IL",Illinois District 07,Health Center Program (H80),H80CS00748,COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,788090942,205 W Randolph St Ste 2222,Chicago,IL,60606-1814,Cook County,4768635,11/29/2018,11/30/2018
2018,Health Workforce,Region 2,Puerto Rico,"Gurabo Municipio, PR",Puerto Rico Resident Commissioner,Scholarships for Disadvantaged Students (T08),T08HP30198,"SISTEMA UNIVERSITARIO ANA G. MENDEZ, INCORPORADO",135988632,3.3 Carr 189,Gurabo,PR,778,Gurabo Municipio,637500,11/29/2018,11/30/2018
2018,Health Workforce,Region 3,District of Columbia,"District of Columbia, DC",District of Columbia Delegate,Scholarships for Disadvantaged Students (T08),T08HP30199,Howard University (The),56282296,2400 6th St NW,Washington,DC,20059-0001,District of Columbia,480000,11/29/2018,11/30/2018
2018,Primary Health Care,Region 4,Tennessee,"Shelby County, TN",Tennessee District 09,Health Center Program (H80),H80CS00881,CHRIST COMMUNITY HEALTH SERVICES INC,945358380,2595 Central Ave,Memphis,TN,38104-5905,Shelby County,5482220,11/29/2018,11/30/2018
2018,Primary Health Care,Region 4,Georgia,"DeKalb County, GA",Georgia District 05,Health Center Program (H80),H80CS00884,"MERIDIAN EDUCATION RESOURCE GROUP, INC.",836412650,1353 George W Brumley Way SE,Atlanta,GA,30317-1743,DeKalb County,1439480,11/29/2018,11/30/2018
2018,Primary Health Care,Region 10,Alaska,"Anchorage Borough, AK",Alaska At Large,Health Center Program (H80),H80CS01129,"ALEUTIAN PRIBILOF ISLANDS ASSOCIATION, INC.",38522975,1131 E Intl Airport Rd,Anchorage,AK,99518-1408,Anchorage Borough,1812136,11/29/2018,11/30/2018
2018,Primary Health Care,Region 5,Wisconsin,"Milwaukee County, WI",Wisconsin District 04,Health Center Program (H80),H80CS00751,"Progressive Community Health Centers, Inc.",360996065,3522 W Lisbon Ave,Milwaukee,WI,53208-1953,Milwaukee County,3321485,11/29/2018,11/30/2018
2018,Primary Health Care,Region 9,Arizona,"Santa Cruz County, AZ",Arizona District 03,Health Center Program (H80),H80CS00752,"Mariposa Community Health Center, Inc.",627196140,1852 N Mastick Way,Nogales,AZ,85621-1063,Santa Cruz County,3996993,11/29/2018,11/30/2018
2018,Health Workforce,Region 6,Texas,"Galveston County, TX",Texas District 14,Scholarships for Disadvantaged Students (T08),T08HP30196,University Of Texas Medical Branch At Galveston,800771149,301 University Blvd,Galveston,TX,77555-5302,Galveston County,650000,11/29/2018,11/30/2018
2018,Primary Health Care,Region 6,Louisiana,"Ouachita Parish, LA",Louisiana District 05,Health Center Program (H80),H80CS00754,Primary Health Services Center,74137915,2914 Betin Ave,Monroe,LA,71201-7258,Ouachita Parish,4185734,11/29/2018,11/30/2018
2018,Primary Health Care,Region 3,West Virginia,"Tucker County, WV",West Virginia District 01,Health Center Program (H80),H80CS00845,St. George Medical Clinic Inc,927431783,8591 Holly Meadows Rd,Parsons,WV,26287-8604,Tucker County,1805818,11/29/2018,11/30/2018
2018,Primary Health Care,Region 8,North Dakota,"McLean County, ND",North Dakota At Large,Health Center Program (H80),H80CS00847,NORTHLAND HEALTH PARTNERS COMMUNITY,133040746,416 Kundert St,Turtle Lake,ND,58575-4205,McLean County,3655224,11/29/2018,11/30/2018
2018,Primary Health Care,Region 6,Louisiana,"Pointe Coupee Parish, LA",Louisiana District 06,Health Center Program (H80),H80CS00855,"Innis Community Health Center, Inc.",83701636,6450 La Highway 1,Batchelor,LA,70715-3212,Pointe Coupee Parish,2976044,11/29/2018,11/30/2018
2018,Primary Health Care,Region 4,Kentucky,"Warren County, KY",Kentucky District 02,Health Center Program (H80),H80CS00856,"BOWLING GREEN-WARREN COUNTY PRIMARY CARE CENTER, INC.",135748288,615 7th Ave,Bowling Green,KY,42101-6921,Warren County,1678108,11/29/2018,11/30/2018
2018,Health Workforce,Region 2,New York,"Nassau County, NY",New York District 03,Scholarships for Disadvantaged Students (T08),T08HP30214,Long Island University,65933103,700 Northern Blvd,Greenvale,NY,11548-1319,Nassau County,650000,11/29/2018,11/30/2018
2018,Health Workforce,Region 5,Illinois,"Will County, IL",Illinois District 02,Scholarships for Disadvantaged Students (T08),T08HP30211,Governors State University,69982130,1 University Pkwy,University Park,IL,60484-3165,Will County,588650,11/29/2018,11/30/2018
2018,Primary Health Care,Region 9,California,"Los Angeles County, CA",California District 34,Health Center Program (H80),H80CS00871,QueensCare Health Centers,362704066,950 S Grand Ave,Los Angeles,CA,90015,Los Angeles County,3870252,11/29/2018,11/30/2018
2018,Health Workforce,Region 6,Texas,"Victoria County, TX",Texas District 27,Scholarships for Disadvantaged Students (T08),T08HP30223,UNIVERSITY OF HOUSTON SYSTEM,21551817,3007 N Ben Wilson St,Victoria,TX,77901-5731,Victoria County,633765,11/29/2018,11/30/2018
2018,Primary Health Care,Region 2,New Jersey,"Monmouth County, NJ",New Jersey District 06,Health Center Program (H80),H80CS00874,Visiting Nurse Association Of Central Jersey Community Health Center,929359040,1301 Main St,Asbury Park,NJ,07712-5359,Monmouth County,1889449,11/29/2018,11/30/2018
2018,Rural Health,Region 7,Iowa,"Johnson County, IA",Iowa District 02,Rural Policy Analysis Cooperative Agreement (U18),U18RH30805,"UNIVERSITY OF IOWA, THE",62761671,105 Jessup Hall,Iowa City,IA,52242-1316,Johnson County,224986,11/29/2018,11/30/2018
2018,Primary Health Care,Region 4,South Carolina,"York County, SC",South Carolina District 05,Health Center Program (H80),H80CS00750,"Community Medicine Foundation, Inc.",809145915,1131 Saluda St,Rock Hill,SC,29730-5776,York County,2920194,11/29/2018,11/30/2018
2018,Health Workforce,Region 4,Alabama,"Lauderdale County, AL",Alabama District 05,Scholarships for Disadvantaged Students (T08),T08HP30200,UNIVERSITY OF NORTH ALABAMA,63659577,1 Harrison Plz,Florence,AL,35632-0002,Lauderdale County,621384,11/29/2018,11/30/2018
2018,Primary Health Care,Region 10,Alaska,"Northwest Arctic Borough, AK",Alaska At Large,Health Center Program (H80),H80CS01127,Maniilaq Association,81923526,2nd Ave,Kotzebue,AK,99752,Northwest Arctic Borough,2846926,11/29/2018,11/30/2018
2018,Primary Health Care,Region 9,California,"Los Angeles County, CA",California District 37,Health Center Program (H80),H80CS00755,"Clinic Inc, The",102982931,3834 S Western Ave,Los Angeles,CA,90062-1104,Los Angeles County,3620345,11/29/2018,11/30/2018
2018,Health Workforce,Region 3,District of Columbia,"District of Columbia, DC",District of Columbia Delegate,Scholarships for Disadvantaged Students (T08),T08HP30202,Howard University (The),56282296,2400 6th St NW,Washington,DC,20059-0001,District of Columbia,650000,11/29/2018,11/30/2018
2018,Primary Health Care,Region 6,Oklahoma,"Cherokee County, OK",Oklahoma District 02,Health Center Program (H80),H80CS00848,"NORTHEASTERN OKLAHOMA COMMUNITY HEALTH CENTERS, INC.",135776214,127 E Main St,Hulbert,OK,74441-8901,Cherokee County,3387255,11/29/2018,11/30/2018
2018,Primary Health Care,Region 9,California,"Los Angeles County, CA",California District 44,Health Center Program (H80),H80CS00850,WATTS HEALTHCARE CORPORATION,135973043,10300 Compton Ave,Los Angeles,CA,90002-3628,Los Angeles County,7207652,11/29/2018,11/30/2018
2018,Primary Health Care,Region 9,Hawaii,"Kauai County, HI",Hawaii District 02,Health Center Program (H80),H80CS00852,HO-OLA LAHUI HAWAII INC,809155005,4491 Rice St Ste 106,Lihue,HI,96766-1805,Kauai County,1381870,11/29/2018,11/30/2018
2018,Primary Health Care,Region 5,Minnesota,"Hennepin County, MN",Minnesota District 05,Health Center Program (H80),H80CS00859,Cedar-Riverside Peoples Center,18634618,425 20th Ave S,Minneapolis,MN,55454-4400,Hennepin County,1890337,11/29/2018,11/30/2018
2018,Primary Health Care,Region 1,Massachusetts,"Suffolk County, MA",Massachusetts District 07,Health Center Program (H80),H80CS00743,"Harbor Health Services, Inc.",79531729,1135 Morton St,Mattapan,MA,02126-2834,Suffolk County,6273572,11/29/2018,11/30/2018
2018,Primary Health Care,Region 5,Michigan,"Muskegon County, MI",Michigan District 02,Health Center Program (H80),H80CS00865,M.G.H. FAMILY HEALTH CENTER,39712711,2201 S Getty St,Muskegon,MI,49444-1207,Muskegon County,2226535,11/29/2018,11/30/2018
2018,Primary Health Care,Region 4,Florida,"Miami-Dade County, FL",Florida District 26,Health Center Program (H80),H80CS00821,"COMMUNITY HEALTH SOUTH FLORIDA, INC.",72250160,10300 SW 216th St,Cutler Bay,FL,33190-1003,Miami-Dade County,14448553,11/29/2018,11/30/2018
2018,Maternal and Child Health,Region 5,Michigan,"Washtenaw County, MI",Michigan District 12,Awareness and Access to Care for Children and Youth with Epilepsy (H98),H98MC30374,REGENTS OF THE UNIVERSITY OF MICHIGAN,73133571,503 Thompson St,Ann Arbor,MI,48109-1340,Washtenaw County,416856,11/29/2018,11/30/2018
2018,Primary Health Care,Region 4,South Carolina,"Charleston County, SC",South Carolina District 01,Health Center Program (H80),H80CS00828,St James Santee Family Health Center Inc,119850642,1189 Tibwin Rd,Mc Clellanville,SC,29458-9405,Charleston County,2825754,11/29/2018,11/30/2018
2018,Maternal and Child Health,Region 2,New York,"Queens County, NY",New York District 03,Awareness and Access to Care for Children and Youth with Epilepsy (H98),H98MC31766,Long Island Jewish Medical Center,64727027,27005 76th Ave,New Hyde Park,NY,11040-1402,Queens County,410907,11/29/2018,11/30/2018
2018,Primary Health Care,Region 8,Utah,"Weber County, UT",Utah District 01,Health Center Program (H80),H80CS00831,"Midtown Community Health Center, Inc.",155507528,2240 Adams Ave,Ogden,UT,84401-1511,Weber County,5699229,11/29/2018,11/30/2018
2018,Primary Health Care,Region 2,New Jersey,"Mercer County, NJ",New Jersey District 04,State and Regional Primary Care Associations (U58),U58CS06804,"NEW JERSEY PRIMARY CARE ASSOCIATION, INC.",28329212,3836 Quakerbridge Rd Ste 201,Hamilton,NJ,08619-1006,Mercer County,929255,11/29/2018,11/30/2018
2018,Primary Health Care,Region 1,Connecticut,"New Haven County, CT",Connecticut District 03,Health Center Program (H80),H80CS00741,Fair Haven Community Health Clinic Inc,101336527,374 Grand Ave,New Haven,CT,06513-3733,New Haven County,4608669,11/29/2018,11/30/2018
2018,Health Workforce,Region 4,Florida,"Miami-Dade County, FL",Florida District 27,Scholarships for Disadvantaged Students (T08),T08HP30147,UNIVERSITY OF MIAMI,625174149,1320 S Dixie Hwy Ste 650,Coral Gables,FL,33146-2919,Miami-Dade County,630000,11/29/2018,11/30/2018
2018,Primary Health Care,Region 9,Federated States of Micronesia,"Pohnpei State, FM",(No Congressional Representation),Health Center Program (H80),H80CS04302,POHNPEI COMMUNITY HEALTH CENTRE,854813086,KOLONIA,POHNPEI,FM,96941,Pohnpei State,677771,11/29/2018,11/30/2018
2018,Primary Health Care,Region 10,Alaska,"Valdez-Cordova Census Area, AK",Alaska At Large,Health Center Program (H80),H80CS04434,NATIVE VILLAGE OF EYAK,29743478,110 Nicholoff Way,Cordova,AK,99574,Valdez-Cordova Census Area,1657861,11/29/2018,11/30/2018
2018,Primary Health Care,Region 10,Alaska,"Matanuska-Susitna Borough, AK",Alaska At Large,Health Center Program (H80),H80CS04435,MAT SU HEALTH SERVICES INC,192500882,1363 W Spruce Ave,Wasilla,AK,99654-5327,Matanuska-Susitna Borough,1736272,11/29/2018,11/30/2018
2018,Primary Health Care,Region 6,Oklahoma,"Tulsa County, OK",Oklahoma District 01,Health Center Program (H80),H80CS06446,Community Health Connection Inc,168792559,9912 E 21st Pl,Tulsa,OK,74129-4401,Tulsa County,1881472,11/29/2018,11/30/2018
2018,Primary Health Care,Region 8,Montana,"Lincoln County, MT",Montana At Large,Health Center Program (H80),H80CS00805,LINCOLN COUNTY COMMUNITY HEALTH CENTER,135899545,320 E 2nd St,Libby,MT,59923-2010,Lincoln County,2888709,11/29/2018,11/30/2018
2018,Primary Health Care,Region 1,Massachusetts,"Franklin County, MA",Massachusetts District 02,Health Center Program (H80),H80CS00806,"Community Health Center Of Franklin County, Incorporated",41136560,102 Main St,Greenfield,MA,01301-3224,Franklin County,2764245,11/29/2018,11/30/2018
2018,Health Workforce,Region 4,South Carolina,"Florence County, SC",South Carolina District 07,Nurse Faculty Loan Program (E01),E01HP30339,FRANCIS MARION UNIVERSITY,78052131,4822 E Palmetto St,Florence,SC,29506-4530,Florence County,118819,11/29/2018,11/30/2018
2018,Primary Health Care,Region 6,Oklahoma,"Hughes County, OK",Oklahoma District 02,Health Center Program (H80),H80CS10583,EAST CENTRAL OKLAHOMA FAMILY HEALTH CENTER INC,786726146,109 S Main St,Wetumka,OK,74883-4015,Hughes County,3044961,11/29/2018,11/30/2018
2018,Primary Health Care,Region 6,Texas,"Harris County, TX",Texas District 02,Health Center Program (H80),H80CS06447,SPRING BRANCH COMMUNITY HEALTH CENTER,149186624,1615 Hillendahl Blvd,Houston,TX,77055-3402,Harris County,3322591,11/29/2018,11/30/2018
2018,Health Workforce,Region 7,Missouri,"Polk County, MO",Missouri District 07,Nurse Faculty Loan Program (E01),E01HP30341,SOUTHWEST BAPTIST UNIVERSITY,76266329,1600 University Ave,Bolivar,MO,65613-2578,Polk County,472816,11/29/2018,11/30/2018
2018,Primary Health Care,Region 6,Louisiana,"Tensas Parish, LA",Louisiana District 05,Health Center Program (H80),H80CS06450,Tensas Community Health Center,138438762,402 Levee Rd,Saint Joseph,LA,71366-6661,Tensas Parish,1478294,11/29/2018,11/30/2018
2018,Primary Health Care,Region 4,Florida,"Bay County, FL",Florida District 02,Health Center Program (H80),H80CS06452,Pancare of Florida Inc,138122622,403 E 11th St,Panama City,FL,32401-3409,Bay County,6874687,11/29/2018,11/30/2018
2018,Primary Health Care,Region 6,Oklahoma,"Pushmataha County, OK",Oklahoma District 02,Health Center Program (H80),H80CS06453,Pushmataha Family Medical Center Inc.,144533416,1020 N Lawson Blvd,Clayton,OK,74536,Pushmataha County,2343663,11/29/2018,11/30/2018
2018,Health Workforce,Region 5,Illinois,"Cook County, IL",Illinois District 04,Scholarships for Disadvantaged Students (T08),T08HP30154,DOMINICAN UNIVERSITY,64390230,7900 Division St,River Forest,IL,60305-1066,Cook County,516370,11/29/2018,11/30/2018
2018,Primary Health Care,Region 2,New Jersey,"Morris County, NJ",New Jersey District 07,Health Center Program (H80),H80CS04211,Zufall Health Center Inc.,877479394,18 W Blackwell St Ste 1,Dover,NJ,07801-3841,Morris County,5822844,11/29/2018,11/30/2018
2018,Primary Health Care,Region 5,Ohio,"Allen County, OH",Ohio District 04,Health Center Program (H80),H80CS04212,HEALTH PARTNERS OF WESTERN OHIO,138927400,441 E 8th St,Lima,OH,45804-2482,Allen County,5758999,11/29/2018,11/30/2018
2018,Primary Health Care,Region 4,Florida,"Brevard County, FL",Florida District 08,Health Center Program (H80),H80CS04213,"BREVARD HEALTH ALLIANCE, INC., THE",139399856,5270 Babcock St NE Ste 1,Palm Bay,FL,32905-4616,Brevard County,4755204,11/29/2018,11/30/2018
2018,Primary Health Care,Region 4,Florida,"Miami-Dade County, FL",Florida District 25,Health Center Program (H80),H80CS04214,"CITRUS HEALTH NETWORK, INC.",122720287,4175 W 20th Ave,Hialeah,FL,33012-5874,Miami-Dade County,3888102,11/29/2018,11/30/2018
2018,Primary Health Care,Region 9,California,"Los Angeles County, CA",California District 27,Health Center Program (H80),H80CS04220,COMMUNITY HEALTH ALLIANCE OF PASADENA,31111904,1855 N Fair Oaks Ave Ste 200,Pasadena,CA,91103-1620,Los Angeles County,5867857,11/29/2018,11/30/2018
